"id","file","bytes"
"10122","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10122-17744-geronimo.zip","4779768"
"10123","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10123-18119-mursilis.zip","2536412"
"10125","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10125-19082-arnold.zip","5588038"
"10260","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10260-49393-venice_v3.rar","5485146"
"10314","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10314-27462-davis_v3.zip","3502285"
"10315","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10315-27217-pachacuti.zip","2976247"
"10316","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10316-27202-smokejaguar.zip","6472299"
"10317","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10317-27406-kingdavid.zip","3396232"
"10361","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10361-1418-amenhotepiii.7z","1390916"
"10365","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10365-94480-hitler_5.7z","985627"
"10537","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10537-88146-metternich.rar","6149915"
"10538","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10538-88306-lee.rar","2244066"
"10539","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10539-88425-napoleoniii.rar","2785197"
"10540","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10540-88504-jackson.rar","3007977"
"10562","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10562-76780-chavez.7z","887089"
"10576","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10576-48352-chiang_kai_shek.7z","589234"
"10727","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10727-72710-abubakr.rar","3062639"
"10729","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10729-73129-stonewall.rar","2201849"
"10730","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10730-73325-o_higgins.rar","4232594"
"10731","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10731-73628-mariatheresa.rar","1941043"
"10806","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\10806-40841-reagan.zip","2644344"
"11043","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11043-8529-aminazazzua_v1.rar","4743515"
"11060","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11060-65638-elcid_v1.rar","1992326"
"11061","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11061-92933-xerxes_v1.rar","2795125"
"11067","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11067-3733-franz_v1.rar","1826617"
"11097","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11097-64260-mary_qos_finished.7z","560929"
"11105","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11105-42723-samo.zip","2230178"
"11115","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11115-63212-selim.zip","2249050"
"11125","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11125-99396-janis_cakste.zip","2513652"
"11162","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11162-25186-gorbachev.zip","1206422"
"11237","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11237-48062-lh_sejong.zip","3276966"
"11302","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11302-76808-berlusconi.zip","8497611"
"11312","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11312-28219-nicholas_sarkozy.zip","2754681"
"11352","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11352-75566-richelieu.rar","4308851"
"11419","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11419-81781-marquis.zip","2525096"
"11442","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11442-64235-cixi_v1.rar","2511162"
"11452","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11452-81729-curtin_v2.rar","1286621"
"11474","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11474-60991-bolivar_v3.rar","1660372"
"11524","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11524-4237-johandewitt.rar","2913356"
"11525","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11525-15480-philippii.rar","2271361"
"11528","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11528-49796-marcos_v1.rar","1196032"
"11545","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11545-38166-agust_n.zip","3225041"
"11639","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11639-23825-nefertitiv2.rar","3426035"
"11667","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11667-22667-huitzilopochtli.rar","3475408"
"11678","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11678-88499-putin_v3.rar","6220608"
"11713","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11713-27270-harold.zip","3662171"
"11732","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11732-91360-christian.rar","4481255"
"11733","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11733-91568-dufour.rar","3782138"
"11734","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11734-91886-dusan.rar","7812855"
"11735","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11735-92095-gustav.rar","5003304"
"11736","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11736-92423-kekkonen.rar","1849522"
"11738","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11738-93009-stambolov.rar","3739175"
"11746","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11746-63722-menes.zip","3413337"
"11768","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11768-89891-cersobleptes.rar","6873500"
"11769","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11769-7041-lmm.rar","3697850"
"11770","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11770-7429-tlo.rar","1849231"
"11771","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11771-7717-cochise.rar","4189357"
"11773","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11773-8420-sennacherib.rar","5196991"
"11873","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11873-26782-robert_bruce_gabihime.zip","3250242"
"11966","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\11966-1032-hans.zip","3101216"
"12147","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12147-94006-robert.7z","1673616"
"12201","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12201-90739-owain.7z","1382382"
"12379","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12379-2144-hitler.rar","7307704"
"12412","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12412-57466-hiawathafinal.rar","4361957"
"12575","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12575-80813-byzleader.rar","6044505"
"12627","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12627-15705-teddyr.rar","1574873"
"12691","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12691-53657-newgreeks.rar","5024863"
"12727","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12727-23733-alexander_take_this_firaxis.rar","9455178"
"12892","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12892-51740-ablay_khan.zip","3051714"
"12893","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12893-54326-shaybani.zip","4285793"
"12894","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12894-52898-itzcoatl.zip","4404900"
"12895","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12895-52172-boru.zip","3812639"
"12971","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12971-54760-vasa.zip","3220229"
"12977","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12977-64092-ashurbanipal.rar","4196440"
"12980","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12980-63636-kucan.rar","2477486"
"12990","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12990-77810-houston.zip","3353474"
"12996","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\12996-32197-maister.rar","6181285"
"13006","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13006-86021-austin2.zip","4635117"
"13014","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13014-35906-perry.zip","4519945"
"13082","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13082-15632-menelik_ii.rar","3989180"
"13091","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13091-41791-leopoldo_galtieri.rar","918024"
"13092","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13092-20519-francisco_franco_v2.rar","1453040"
"13151","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13151-53537-henriquethenavigator.zip","3913730"
"13248","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13248-60976-akhenaten.rar","4603085"
"13257","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13257-60472-yu.rar","3550440"
"13271","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13271-39425-jimmu.rar","2300971"
"13275","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13275-47146-cromwell.zip","1975496"
"13302","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13302-37297-suntzu.rar","2042326"
"13318","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13318-25233-agamemnonv2.rar","4766604"
"13398","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13398-73036-dangun.rar","1489382"
"13427","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13427-77338-modu.rar","3698440"
"13458","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13458-70456-william.rar","7850368"
"13459","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13459-46427-barbarossa.zip","8792992"
"13462","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13462-25627-hectorv2.rar","2989051"
"13519","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13519-26731-odysseus.rar","4957915"
"13534","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13534-27958-szapolyai_j_nos.rar","4989711"
"13591","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13591-63866-nzingaankuwu.zip","8156332"
"13595","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13595-37514-afonsohenriques.zip","2371251"
"13624","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13624-73267-mongkut.rar","6352212"
"13625","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13625-73697-yaroslav.rar","9175365"
"13635","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13635-72212-tamerlanelh.zip","8398791"
"13661","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13661-18897-chibinda_ilunga.7z","2407983"
"13672","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13672-47028-tupou.zip","3355776"
"13711","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13711-16625-urukagina.zip","5712698"
"13734","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13734-36498-louis_xvi.7z","4283038"
"13772","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13772-27015-casimir.zip","4038603"
"13831","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13831-26087-nehrufinal.rar","1944042"
"13834","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13834-42764-cetshwayofinal.rar","3812382"
"13841","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13841-16484-didofinal.rar","3309585"
"13861","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13861-96082-dhu_nuwas.rar","6493289"
"13863","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13863-31642-high_prince__lmos_v2.rar","3269390"
"13867","C:\DowagerMod\CoreFiles\Sid Meier's Civilization IV Beyond the Sword\Beyond the Sword\Assets\Art\Leaderheads\new_leaderheads\13867-94892-jansobieski.zip","5500003"
